"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]"
"05.10.2021 17:00 - 05.10.2021 18:00","182.90"
"05.10.2021 18:00 - 05.10.2021 19:00","206.98"
"05.10.2021 19:00 - 05.10.2021 20:00","217.54"
"05.10.2021 20:00 - 05.10.2021 21:00","185.92"
"05.10.2021 21:00 - 05.10.2021 22:00","141.03"
"05.10.2021 22:00 - 05.10.2021 23:00","120.18"
"05.10.2021 23:00 - 06.10.2021 00:00","100.03"
"06.10.2021 00:00 - 06.10.2021 01:00","80.99"
"06.10.2021 01:00 - 06.10.2021 02:00","74.98"
"06.10.2021 02:00 - 06.10.2021 03:00","70.66"
"06.10.2021 03:00 - 06.10.2021 04:00","60.41"
"06.10.2021 04:00 - 06.10.2021 05:00","60.48"
"06.10.2021 05:00 - 06.10.2021 06:00","77.19"
"06.10.2021 06:00 - 06.10.2021 07:00","148.90"
"06.10.2021 07:00 - 06.10.2021 08:00","220.00"
"06.10.2021 08:00 - 06.10.2021 09:00","248.03"
"06.10.2021 09:00 - 06.10.2021 10:00","240.12"
"06.10.2021 10:00 - 06.10.2021 11:00","212.02"
"06.10.2021 11:00 - 06.10.2021 12:00","205.50"
"06.10.2021 12:00 - 06.10.2021 13:00","200.00"
"06.10.2021 13:00 - 06.10.2021 14:00","193.43"
"06.10.2021 14:00 - 06.10.2021 15:00","194.20"
"06.10.2021 15:00 - 06.10.2021 16:00","195.63"
"06.10.2021 16:00 - 06.10.2021 17:00","213.91"
"06.10.2021 17:00 - 06.10.2021 18:00","248.06"
"06.10.2021 18:00 - 06.10.2021 19:00","252.62"
"06.10.2021 19:00 - 06.10.2021 20:00","290.97"
"06.10.2021 20:00 - 06.10.2021 21:00","260.00"
"06.10.2021 21:00 - 06.10.2021 22:00","244.98"
"06.10.2021 22:00 - 06.10.2021 23:00","220.19"
"06.10.2021 23:00 - 07.10.2021 00:00","205.70"
"07.10.2021 00:00 - 07.10.2021 01:00","261.00"
"07.10.2021 01:00 - 07.10.2021 02:00","252.86"
"07.10.2021 02:00 - 07.10.2021 03:00","250.00"
"07.10.2021 03:00 - 07.10.2021 04:00","236.86"
"07.10.2021 04:00 - 07.10.2021 05:00","241.88"
"07.10.2021 05:00 - 07.10.2021 06:00","264.31"
"07.10.2021 06:00 - 07.10.2021 07:00","310.05"
"07.10.2021 07:00 - 07.10.2021 08:00","356.09"
"07.10.2021 08:00 - 07.10.2021 09:00","393.10"
"07.10.2021 09:00 - 07.10.2021 10:00","352.55"
"07.10.2021 10:00 - 07.10.2021 11:00","300.00"
"07.10.2021 11:00 - 07.10.2021 12:00","299.92"
"07.10.2021 12:00 - 07.10.2021 13:00","296.41"
"07.10.2021 13:00 - 07.10.2021 14:00","287.00"
"07.10.2021 14:00 - 07.10.2021 15:00","280.02"
"07.10.2021 15:00 - 07.10.2021 16:00","280.00"
"07.10.2021 16:00 - 07.10.2021 17:00","298.94"
"07.10.2021 17:00 - 07.10.2021 18:00","317.58"
"07.10.2021 18:00 - 07.10.2021 19:00","350.52"
"07.10.2021 19:00 - 07.10.2021 20:00","442.90"
"07.10.2021 20:00 - 07.10.2021 21:00","319.03"
"07.10.2021 21:00 - 07.10.2021 22:00","300.00"
"07.10.2021 22:00 - 07.10.2021 23:00","298.91"
"07.10.2021 23:00 - 08.10.2021 00:00","270.70"
"08.10.2021 00:00 - 08.10.2021 01:00","176.61"
"08.10.2021 01:00 - 08.10.2021 02:00","167.36"
"08.10.2021 02:00 - 08.10.2021 03:00","164.35"
"08.10.2021 03:00 - 08.10.2021 04:00","160.08"
"08.10.2021 04:00 - 08.10.2021 05:00","162.74"
"08.10.2021 05:00 - 08.10.2021 06:00","174.12"
"08.10.2021 06:00 - 08.10.2021 07:00","233.46"
"08.10.2021 07:00 - 08.10.2021 08:00","269.40"
"08.10.2021 08:00 - 08.10.2021 09:00","291.42"
"08.10.2021 09:00 - 08.10.2021 10:00","260.00"
"08.10.2021 10:00 - 08.10.2021 11:00","230.24"
"08.10.2021 11:00 - 08.10.2021 12:00","211.32"
"08.10.2021 12:00 - 08.10.2021 13:00","192.60"
"08.10.2021 13:00 - 08.10.2021 14:00","169.60"
"08.10.2021 14:00 - 08.10.2021 15:00","160.50"
"08.10.2021 15:00 - 08.10.2021 16:00","164.72"
"08.10.2021 16:00 - 08.10.2021 17:00","192.30"
"08.10.2021 17:00 - 08.10.2021 18:00","229.02"
"08.10.2021 18:00 - 08.10.2021 19:00","252.81"
"08.10.2021 19:00 - 08.10.2021 20:00","269.70"
"08.10.2021 20:00 - 08.10.2021 21:00","235.67"
"08.10.2021 21:00 - 08.10.2021 22:00","194.21"
"08.10.2021 22:00 - 08.10.2021 23:00","181.20"
"08.10.2021 23:00 - 09.10.2021 00:00","150.00"
"09.10.2021 00:00 - 09.10.2021 01:00","138.18"
"09.10.2021 01:00 - 09.10.2021 02:00","120.28"
"09.10.2021 02:00 - 09.10.2021 03:00","122.12"
"09.10.2021 03:00 - 09.10.2021 04:00","135.11"
"09.10.2021 04:00 - 09.10.2021 05:00","140.00"
"09.10.2021 05:00 - 09.10.2021 06:00","137.33"
"09.10.2021 06:00 - 09.10.2021 07:00","137.15"
"09.10.2021 07:00 - 09.10.2021 08:00","167.91"
"09.10.2021 08:00 - 09.10.2021 09:00","183.27"
"09.10.2021 09:00 - 09.10.2021 10:00","160.44"
"09.10.2021 10:00 - 09.10.2021 11:00","124.00"
"09.10.2021 11:00 - 09.10.2021 12:00","100.81"
"09.10.2021 12:00 - 09.10.2021 13:00","78.70"
"09.10.2021 13:00 - 09.10.2021 14:00","70.44"
"09.10.2021 14:00 - 09.10.2021 15:00","70.50"
"09.10.2021 15:00 - 09.10.2021 16:00","93.82"
"09.10.2021 16:00 - 09.10.2021 17:00","137.52"
"09.10.2021 17:00 - 09.10.2021 18:00","200.00"
"09.10.2021 18:00 - 09.10.2021 19:00","229.20"
"09.10.2021 19:00 - 09.10.2021 20:00","239.22"
"09.10.2021 20:00 - 09.10.2021 21:00","183.22"
"09.10.2021 21:00 - 09.10.2021 22:00","138.86"
"09.10.2021 22:00 - 09.10.2021 23:00","129.71"
"09.10.2021 23:00 - 10.10.2021 00:00","110.01"
"10.10.2021 00:00 - 10.10.2021 01:00","135.35"
"10.10.2021 01:00 - 10.10.2021 02:00","132.20"
"10.10.2021 02:00 - 10.10.2021 03:00","122.11"
"10.10.2021 03:00 - 10.10.2021 04:00","119.41"
"10.10.2021 04:00 - 10.10.2021 05:00","118.88"
"10.10.2021 05:00 - 10.10.2021 06:00","120.88"
"10.10.2021 06:00 - 10.10.2021 07:00","140.50"
"10.10.2021 07:00 - 10.10.2021 08:00","163.99"
"10.10.2021 08:00 - 10.10.2021 09:00","169.11"
"10.10.2021 09:00 - 10.10.2021 10:00","151.68"
"10.10.2021 10:00 - 10.10.2021 11:00","127.69"
"10.10.2021 11:00 - 10.10.2021 12:00","119.52"
"10.10.2021 12:00 - 10.10.2021 13:00","96.07"
"10.10.2021 13:00 - 10.10.2021 14:00","86.30"
"10.10.2021 14:00 - 10.10.2021 15:00","69.22"
"10.10.2021 15:00 - 10.10.2021 16:00","89.82"
"10.10.2021 16:00 - 10.10.2021 17:00","123.85"
"10.10.2021 17:00 - 10.10.2021 18:00","165.29"
"10.10.2021 18:00 - 10.10.2021 19:00","216.06"
"10.10.2021 19:00 - 10.10.2021 20:00","240.57"
"10.10.2021 20:00 - 10.10.2021 21:00","221.70"
"10.10.2021 21:00 - 10.10.2021 22:00","195.00"
"10.10.2021 22:00 - 10.10.2021 23:00","179.72"
"10.10.2021 23:00 - 11.10.2021 00:00","159.16"
"11.10.2021 00:00 - 11.10.2021 01:00","149.14"
"11.10.2021 01:00 - 11.10.2021 02:00","141.51"
"11.10.2021 02:00 - 11.10.2021 03:00","123.55"
"11.10.2021 03:00 - 11.10.2021 04:00","113.68"
"11.10.2021 04:00 - 11.10.2021 05:00","118.60"
"11.10.2021 05:00 - 11.10.2021 06:00","146.16"
"11.10.2021 06:00 - 11.10.2021 07:00","200.00"
"11.10.2021 07:00 - 11.10.2021 08:00","252.46"
"11.10.2021 08:00 - 11.10.2021 09:00","260.02"
"11.10.2021 09:00 - 11.10.2021 10:00","237.02"
"11.10.2021 10:00 - 11.10.2021 11:00","213.94"
"11.10.2021 11:00 - 11.10.2021 12:00","180.28"
"11.10.2021 12:00 - 11.10.2021 13:00","133.19"
"11.10.2021 13:00 - 11.10.2021 14:00","109.32"
"11.10.2021 14:00 - 11.10.2021 15:00","101.40"
"11.10.2021 15:00 - 11.10.2021 16:00","121.06"
"11.10.2021 16:00 - 11.10.2021 17:00","145.07"
"11.10.2021 17:00 - 11.10.2021 18:00","192.13"
"11.10.2021 18:00 - 11.10.2021 19:00","228.11"
"11.10.2021 19:00 - 11.10.2021 20:00","240.57"
"11.10.2021 20:00 - 11.10.2021 21:00","229.24"
"11.10.2021 21:00 - 11.10.2021 22:00","175.47"
"11.10.2021 22:00 - 11.10.2021 23:00","119.68"
"11.10.2021 23:00 - 12.10.2021 00:00","96.58"
"12.10.2021 00:00 - 12.10.2021 01:00","100.37"
"12.10.2021 01:00 - 12.10.2021 02:00","94.85"
"12.10.2021 02:00 - 12.10.2021 03:00","85.90"
"12.10.2021 03:00 - 12.10.2021 04:00","90.00"
"12.10.2021 04:00 - 12.10.2021 05:00","93.36"
"12.10.2021 05:00 - 12.10.2021 06:00","110.30"
"12.10.2021 06:00 - 12.10.2021 07:00","143.00"
"12.10.2021 07:00 - 12.10.2021 08:00","215.42"
"12.10.2021 08:00 - 12.10.2021 09:00","236.21"
"12.10.2021 09:00 - 12.10.2021 10:00","237.18"
"12.10.2021 10:00 - 12.10.2021 11:00","220.00"
"12.10.2021 11:00 - 12.10.2021 12:00","208.94"
"12.10.2021 12:00 - 12.10.2021 13:00","174.59"
"12.10.2021 13:00 - 12.10.2021 14:00","151.24"
"12.10.2021 14:00 - 12.10.2021 15:00","139.95"
"12.10.2021 15:00 - 12.10.2021 16:00","139.44"
"12.10.2021 16:00 - 12.10.2021 17:00","149.36"
"12.10.2021 17:00 - 12.10.2021 18:00","200.00"
"12.10.2021 18:00 - 12.10.2021 19:00","235.44"
"12.10.2021 19:00 - 12.10.2021 20:00","248.08"
"12.10.2021 20:00 - 12.10.2021 21:00","226.74"
"12.10.2021 21:00 - 12.10.2021 22:00","193.20"
"12.10.2021 22:00 - 12.10.2021 23:00","184.68"
"12.10.2021 23:00 - 13.10.2021 00:00","140.11"
"13.10.2021 00:00 - 13.10.2021 01:00","151.93"
"13.10.2021 01:00 - 13.10.2021 02:00","152.01"
"13.10.2021 02:00 - 13.10.2021 03:00","140.07"
"13.10.2021 03:00 - 13.10.2021 04:00","132.43"
"13.10.2021 04:00 - 13.10.2021 05:00","135.00"
"13.10.2021 05:00 - 13.10.2021 06:00","151.45"
"13.10.2021 06:00 - 13.10.2021 07:00","196.17"
"13.10.2021 07:00 - 13.10.2021 08:00","229.30"
"13.10.2021 08:00 - 13.10.2021 09:00","250.59"
"13.10.2021 09:00 - 13.10.2021 10:00","238.97"
"13.10.2021 10:00 - 13.10.2021 11:00","211.31"
"13.10.2021 11:00 - 13.10.2021 12:00","195.56"
"13.10.2021 12:00 - 13.10.2021 13:00","189.75"
"13.10.2021 13:00 - 13.10.2021 14:00","168.74"
"13.10.2021 14:00 - 13.10.2021 15:00","165.42"
"13.10.2021 15:00 - 13.10.2021 16:00","167.60"
"13.10.2021 16:00 - 13.10.2021 17:00","189.90"
"13.10.2021 17:00 - 13.10.2021 18:00","213.96"
"13.10.2021 18:00 - 13.10.2021 19:00","246.99"
"13.10.2021 19:00 - 13.10.2021 20:00","287.31"
"13.10.2021 20:00 - 13.10.2021 21:00","235.00"
"13.10.2021 21:00 - 13.10.2021 22:00","199.07"
"13.10.2021 22:00 - 13.10.2021 23:00","153.18"
"13.10.2021 23:00 - 14.10.2021 00:00","116.12"
"14.10.2021 00:00 - 14.10.2021 01:00","146.69"
"14.10.2021 01:00 - 14.10.2021 02:00","131.83"
"14.10.2021 02:00 - 14.10.2021 03:00","132.46"
"14.10.2021 03:00 - 14.10.2021 04:00","110.00"
"14.10.2021 04:00 - 14.10.2021 05:00","116.61"
"14.10.2021 05:00 - 14.10.2021 06:00","140.99"
"14.10.2021 06:00 - 14.10.2021 07:00","209.00"
"14.10.2021 07:00 - 14.10.2021 08:00","235.05"
"14.10.2021 08:00 - 14.10.2021 09:00","260.00"
"14.10.2021 09:00 - 14.10.2021 10:00","245.00"
"14.10.2021 10:00 - 14.10.2021 11:00","222.55"
"14.10.2021 11:00 - 14.10.2021 12:00","198.30"
"14.10.2021 12:00 - 14.10.2021 13:00","189.93"
"14.10.2021 13:00 - 14.10.2021 14:00","164.00"
"14.10.2021 14:00 - 14.10.2021 15:00","144.55"
"14.10.2021 15:00 - 14.10.2021 16:00","144.27"
"14.10.2021 16:00 - 14.10.2021 17:00","151.92"
"14.10.2021 17:00 - 14.10.2021 18:00","199.13"
"14.10.2021 18:00 - 14.10.2021 19:00","221.73"
"14.10.2021 19:00 - 14.10.2021 20:00","219.73"
"14.10.2021 20:00 - 14.10.2021 21:00","149.80"
"14.10.2021 21:00 - 14.10.2021 22:00","116.63"
"14.10.2021 22:00 - 14.10.2021 23:00","107.43"
"14.10.2021 23:00 - 15.10.2021 00:00","69.82"
"15.10.2021 00:00 - 15.10.2021 01:00","67.22"
"15.10.2021 01:00 - 15.10.2021 02:00","56.55"
"15.10.2021 02:00 - 15.10.2021 03:00","49.42"
"15.10.2021 03:00 - 15.10.2021 04:00","48.93"
"15.10.2021 04:00 - 15.10.2021 05:00","56.51"
"15.10.2021 05:00 - 15.10.2021 06:00","67.21"
"15.10.2021 06:00 - 15.10.2021 07:00","98.20"
"15.10.2021 07:00 - 15.10.2021 08:00","165.01"
"15.10.2021 08:00 - 15.10.2021 09:00","156.02"
"15.10.2021 09:00 - 15.10.2021 10:00","105.11"
"15.10.2021 10:00 - 15.10.2021 11:00","84.06"
"15.10.2021 11:00 - 15.10.2021 12:00","72.19"
"15.10.2021 12:00 - 15.10.2021 13:00","67.97"
"15.10.2021 13:00 - 15.10.2021 14:00","56.49"
"15.10.2021 14:00 - 15.10.2021 15:00","62.63"
"15.10.2021 15:00 - 15.10.2021 16:00","81.57"
"15.10.2021 16:00 - 15.10.2021 17:00","123.60"
"15.10.2021 17:00 - 15.10.2021 18:00","195.66"
"15.10.2021 18:00 - 15.10.2021 19:00","239.93"
"15.10.2021 19:00 - 15.10.2021 20:00","249.22"
"15.10.2021 20:00 - 15.10.2021 21:00","208.64"
"15.10.2021 21:00 - 15.10.2021 22:00","198.52"
"15.10.2021 22:00 - 15.10.2021 23:00","171.43"
"15.10.2021 23:00 - 16.10.2021 00:00","117.55"
"16.10.2021 00:00 - 16.10.2021 01:00","127.04"
"16.10.2021 01:00 - 16.10.2021 02:00","126.22"
"16.10.2021 02:00 - 16.10.2021 03:00","138.16"
"16.10.2021 03:00 - 16.10.2021 04:00","135.75"
"16.10.2021 04:00 - 16.10.2021 05:00","139.02"
"16.10.2021 05:00 - 16.10.2021 06:00","140.30"
"16.10.2021 06:00 - 16.10.2021 07:00","134.67"
"16.10.2021 07:00 - 16.10.2021 08:00","182.43"
"16.10.2021 08:00 - 16.10.2021 09:00","189.91"
"16.10.2021 09:00 - 16.10.2021 10:00","184.18"
"16.10.2021 10:00 - 16.10.2021 11:00","194.95"
"16.10.2021 11:00 - 16.10.2021 12:00","120.01"
"16.10.2021 12:00 - 16.10.2021 13:00","102.83"
"16.10.2021 13:00 - 16.10.2021 14:00","88.63"
"16.10.2021 14:00 - 16.10.2021 15:00","83.92"
"16.10.2021 15:00 - 16.10.2021 16:00","96.84"
"16.10.2021 16:00 - 16.10.2021 17:00","135.79"
"16.10.2021 17:00 - 16.10.2021 18:00","202.52"
"16.10.2021 18:00 - 16.10.2021 19:00","235.09"
"16.10.2021 19:00 - 16.10.2021 20:00","253.06"
"16.10.2021 20:00 - 16.10.2021 21:00","231.94"
"16.10.2021 21:00 - 16.10.2021 22:00","200.34"
"16.10.2021 22:00 - 16.10.2021 23:00","187.94"
"16.10.2021 23:00 - 17.10.2021 00:00","131.10"
"17.10.2021 00:00 - 17.10.2021 01:00","106.89"
"17.10.2021 01:00 - 17.10.2021 02:00","107.67"
"17.10.2021 02:00 - 17.10.2021 03:00","103.73"
"17.10.2021 03:00 - 17.10.2021 04:00","108.09"
"17.10.2021 04:00 - 17.10.2021 05:00","110.42"
"17.10.2021 05:00 - 17.10.2021 06:00","116.68"
"17.10.2021 06:00 - 17.10.2021 07:00","112.13"
"17.10.2021 07:00 - 17.10.2021 08:00","118.08"
"17.10.2021 08:00 - 17.10.2021 09:00","170.87"
"17.10.2021 09:00 - 17.10.2021 10:00","178.10"
"17.10.2021 10:00 - 17.10.2021 11:00","166.76"
"17.10.2021 11:00 - 17.10.2021 12:00","134.92"
"17.10.2021 12:00 - 17.10.2021 13:00","123.17"
"17.10.2021 13:00 - 17.10.2021 14:00","106.57"
"17.10.2021 14:00 - 17.10.2021 15:00","101.39"
"17.10.2021 15:00 - 17.10.2021 16:00","112.80"
"17.10.2021 16:00 - 17.10.2021 17:00","123.85"
"17.10.2021 17:00 - 17.10.2021 18:00","182.50"
"17.10.2021 18:00 - 17.10.2021 19:00","216.00"
"17.10.2021 19:00 - 17.10.2021 20:00","238.29"
"17.10.2021 20:00 - 17.10.2021 21:00","206.09"
"17.10.2021 21:00 - 17.10.2021 22:00","158.36"
"17.10.2021 22:00 - 17.10.2021 23:00","175.50"
"17.10.2021 23:00 - 18.10.2021 00:00","132.88"
"18.10.2021 00:00 - 18.10.2021 01:00","114.35"
"18.10.2021 01:00 - 18.10.2021 02:00","118.04"
"18.10.2021 02:00 - 18.10.2021 03:00","108.79"
"18.10.2021 03:00 - 18.10.2021 04:00","109.84"
"18.10.2021 04:00 - 18.10.2021 05:00","118.00"
"18.10.2021 05:00 - 18.10.2021 06:00","156.82"
"18.10.2021 06:00 - 18.10.2021 07:00","216.60"
"18.10.2021 07:00 - 18.10.2021 08:00","258.13"
"18.10.2021 08:00 - 18.10.2021 09:00","268.32"
"18.10.2021 09:00 - 18.10.2021 10:00","250.50"
"18.10.2021 10:00 - 18.10.2021 11:00","216.00"
"18.10.2021 11:00 - 18.10.2021 12:00","199.27"
"18.10.2021 12:00 - 18.10.2021 13:00","180.00"
"18.10.2021 13:00 - 18.10.2021 14:00","166.79"
"18.10.2021 14:00 - 18.10.2021 15:00","173.74"
"18.10.2021 15:00 - 18.10.2021 16:00","190.98"
"18.10.2021 16:00 - 18.10.2021 17:00","208.70"
"18.10.2021 17:00 - 18.10.2021 18:00","229.97"
"18.10.2021 18:00 - 18.10.2021 19:00","252.97"
"18.10.2021 19:00 - 18.10.2021 20:00","262.12"
"18.10.2021 20:00 - 18.10.2021 21:00","214.00"
"18.10.2021 21:00 - 18.10.2021 22:00","206.00"
"18.10.2021 22:00 - 18.10.2021 23:00","181.42"
"18.10.2021 23:00 - 19.10.2021 00:00","151.97"
"19.10.2021 00:00 - 19.10.2021 01:00","113.47"
"19.10.2021 01:00 - 19.10.2021 02:00","106.28"
"19.10.2021 02:00 - 19.10.2021 03:00","102.05"
"19.10.2021 03:00 - 19.10.2021 04:00","92.12"
"19.10.2021 04:00 - 19.10.2021 05:00","97.17"
"19.10.2021 05:00 - 19.10.2021 06:00","114.97"
"19.10.2021 06:00 - 19.10.2021 07:00","165.10"
"19.10.2021 07:00 - 19.10.2021 08:00","215.90"
"19.10.2021 08:00 - 19.10.2021 09:00","235.68"
"19.10.2021 09:00 - 19.10.2021 10:00","224.70"
"19.10.2021 10:00 - 19.10.2021 11:00","214.55"
"19.10.2021 11:00 - 19.10.2021 12:00","199.42"
"19.10.2021 12:00 - 19.10.2021 13:00","199.64"
"19.10.2021 13:00 - 19.10.2021 14:00","188.69"
"19.10.2021 14:00 - 19.10.2021 15:00","182.00"
"19.10.2021 15:00 - 19.10.2021 16:00","171.60"
"19.10.2021 16:00 - 19.10.2021 17:00","172.09"
"19.10.2021 17:00 - 19.10.2021 18:00","183.27"
"19.10.2021 18:00 - 19.10.2021 19:00","184.80"
"19.10.2021 19:00 - 19.10.2021 20:00","166.13"
"19.10.2021 20:00 - 19.10.2021 21:00","137.92"
"19.10.2021 21:00 - 19.10.2021 22:00","94.98"
"19.10.2021 22:00 - 19.10.2021 23:00","69.37"
"19.10.2021 23:00 - 20.10.2021 00:00","51.02"
"20.10.2021 00:00 - 20.10.2021 01:00","14.39"
"20.10.2021 01:00 - 20.10.2021 02:00","5.65"
"20.10.2021 02:00 - 20.10.2021 03:00","4.12"
"20.10.2021 03:00 - 20.10.2021 04:00","0.09"
"20.10.2021 04:00 - 20.10.2021 05:00","0.15"
"20.10.2021 05:00 - 20.10.2021 06:00","14.07"
"20.10.2021 06:00 - 20.10.2021 07:00","62.95"
"20.10.2021 07:00 - 20.10.2021 08:00","132.17"
"20.10.2021 08:00 - 20.10.2021 09:00","130.53"
"20.10.2021 09:00 - 20.10.2021 10:00","98.43"
"20.10.2021 10:00 - 20.10.2021 11:00","61.32"
"20.10.2021 11:00 - 20.10.2021 12:00","56.08"
"20.10.2021 12:00 - 20.10.2021 13:00","48.09"
"20.10.2021 13:00 - 20.10.2021 14:00","44.06"
"20.10.2021 14:00 - 20.10.2021 15:00","52.21"
"20.10.2021 15:00 - 20.10.2021 16:00","56.76"
"20.10.2021 16:00 - 20.10.2021 17:00","61.32"
"20.10.2021 17:00 - 20.10.2021 18:00","89.99"
"20.10.2021 18:00 - 20.10.2021 19:00","113.51"
"20.10.2021 19:00 - 20.10.2021 20:00","118.44"
"20.10.2021 20:00 - 20.10.2021 21:00","87.89"
"20.10.2021 21:00 - 20.10.2021 22:00","73.87"
"20.10.2021 22:00 - 20.10.2021 23:00","64.27"
"20.10.2021 23:00 - 21.10.2021 00:00","52.29"
"21.10.2021 00:00 - 21.10.2021 01:00","30.04"
"21.10.2021 01:00 - 21.10.2021 02:00","30.17"
"21.10.2021 02:00 - 21.10.2021 03:00","18.97"
"21.10.2021 03:00 - 21.10.2021 04:00","18.80"
"21.10.2021 04:00 - 21.10.2021 05:00","29.14"
"21.10.2021 05:00 - 21.10.2021 06:00","47.74"
"21.10.2021 06:00 - 21.10.2021 07:00","77.10"
"21.10.2021 07:00 - 21.10.2021 08:00","104.74"
"21.10.2021 08:00 - 21.10.2021 09:00","108.08"
"21.10.2021 09:00 - 21.10.2021 10:00","103.42"
"21.10.2021 10:00 - 21.10.2021 11:00","89.66"
"21.10.2021 11:00 - 21.10.2021 12:00","77.05"
"21.10.2021 12:00 - 21.10.2021 13:00","52.28"
"21.10.2021 13:00 - 21.10.2021 14:00","30.00"
"21.10.2021 14:00 - 21.10.2021 15:00","18.90"
"21.10.2021 15:00 - 21.10.2021 16:00","30.02"
"21.10.2021 16:00 - 21.10.2021 17:00","49.04"
"21.10.2021 17:00 - 21.10.2021 18:00","64.91"
"21.10.2021 18:00 - 21.10.2021 19:00","100.37"
"21.10.2021 19:00 - 21.10.2021 20:00","118.21"
"21.10.2021 20:00 - 21.10.2021 21:00","88.08"
"21.10.2021 21:00 - 21.10.2021 22:00","70.08"
"21.10.2021 22:00 - 21.10.2021 23:00","65.17"
"21.10.2021 23:00 - 22.10.2021 00:00","54.11"
"22.10.2021 00:00 - 22.10.2021 01:00","63.42"
"22.10.2021 01:00 - 22.10.2021 02:00","60.45"
"22.10.2021 02:00 - 22.10.2021 03:00","55.11"
"22.10.2021 03:00 - 22.10.2021 04:00","52.64"
"22.10.2021 04:00 - 22.10.2021 05:00","61.58"
"22.10.2021 05:00 - 22.10.2021 06:00","73.05"
"22.10.2021 06:00 - 22.10.2021 07:00","91.98"
"22.10.2021 07:00 - 22.10.2021 08:00","119.28"
"22.10.2021 08:00 - 22.10.2021 09:00","121.06"
"22.10.2021 09:00 - 22.10.2021 10:00","91.58"
"22.10.2021 10:00 - 22.10.2021 11:00","68.56"
"22.10.2021 11:00 - 22.10.2021 12:00","55.24"
"22.10.2021 12:00 - 22.10.2021 13:00","44.06"
"22.10.2021 13:00 - 22.10.2021 14:00","24.46"
"22.10.2021 14:00 - 22.10.2021 15:00","23.22"
"22.10.2021 15:00 - 22.10.2021 16:00","30.08"
"22.10.2021 16:00 - 22.10.2021 17:00","55.28"
"22.10.2021 17:00 - 22.10.2021 18:00","82.66"
"22.10.2021 18:00 - 22.10.2021 19:00","110.00"
"22.10.2021 19:00 - 22.10.2021 20:00","119.91"
"22.10.2021 20:00 - 22.10.2021 21:00","98.93"
"22.10.2021 21:00 - 22.10.2021 22:00","78.67"
"22.10.2021 22:00 - 22.10.2021 23:00","80.70"
"22.10.2021 23:00 - 23.10.2021 00:00","63.06"
"23.10.2021 00:00 - 23.10.2021 01:00","73.00"
"23.10.2021 01:00 - 23.10.2021 02:00","69.17"
"23.10.2021 02:00 - 23.10.2021 03:00","67.66"
"23.10.2021 03:00 - 23.10.2021 04:00","73.63"
"23.10.2021 04:00 - 23.10.2021 05:00","68.66"
"23.10.2021 05:00 - 23.10.2021 06:00","72.48"
"23.10.2021 06:00 - 23.10.2021 07:00","66.04"
"23.10.2021 07:00 - 23.10.2021 08:00","105.10"
"23.10.2021 08:00 - 23.10.2021 09:00","137.33"
"23.10.2021 09:00 - 23.10.2021 10:00","141.00"
"23.10.2021 10:00 - 23.10.2021 11:00","149.99"
"23.10.2021 11:00 - 23.10.2021 12:00","138.16"
"23.10.2021 12:00 - 23.10.2021 13:00","118.76"
"23.10.2021 13:00 - 23.10.2021 14:00","105.52"
"23.10.2021 14:00 - 23.10.2021 15:00","125.10"
"23.10.2021 15:00 - 23.10.2021 16:00","160.07"
"23.10.2021 16:00 - 23.10.2021 17:00","180.35"
"23.10.2021 17:00 - 23.10.2021 18:00","210.99"
"23.10.2021 18:00 - 23.10.2021 19:00","238.22"
"23.10.2021 19:00 - 23.10.2021 20:00","256.47"
"23.10.2021 20:00 - 23.10.2021 21:00","223.06"
"23.10.2021 21:00 - 23.10.2021 22:00","210.00"
"23.10.2021 22:00 - 23.10.2021 23:00","192.06"
"23.10.2021 23:00 - 24.10.2021 00:00","162.23"
"24.10.2021 00:00 - 24.10.2021 01:00","137.46"
"24.10.2021 01:00 - 24.10.2021 02:00","109.43"
"24.10.2021 02:00 - 24.10.2021 03:00","105.00"
"24.10.2021 03:00 - 24.10.2021 04:00","114.59"
"24.10.2021 04:00 - 24.10.2021 05:00","93.28"
"24.10.2021 05:00 - 24.10.2021 06:00","105.00"
"24.10.2021 06:00 - 24.10.2021 07:00","83.86"
"24.10.2021 07:00 - 24.10.2021 08:00","93.75"
"24.10.2021 08:00 - 24.10.2021 09:00","119.31"
"24.10.2021 09:00 - 24.10.2021 10:00","83.45"
"24.10.2021 10:00 - 24.10.2021 11:00","82.90"
"24.10.2021 11:00 - 24.10.2021 12:00","87.84"
"24.10.2021 12:00 - 24.10.2021 13:00","73.17"
"24.10.2021 13:00 - 24.10.2021 14:00","61.82"
"24.10.2021 14:00 - 24.10.2021 15:00","60.01"
"24.10.2021 15:00 - 24.10.2021 16:00","77.05"
"24.10.2021 16:00 - 24.10.2021 17:00","100.21"
"24.10.2021 17:00 - 24.10.2021 18:00","138.06"
"24.10.2021 18:00 - 24.10.2021 19:00","191.19"
"24.10.2021 19:00 - 24.10.2021 20:00","135.83"
"24.10.2021 20:00 - 24.10.2021 21:00","99.29"
"24.10.2021 21:00 - 24.10.2021 22:00","75.06"
"24.10.2021 22:00 - 24.10.2021 23:00","79.28"
"24.10.2021 23:00 - 25.10.2021 00:00","79.03"
"25.10.2021 00:00 - 25.10.2021 01:00","84.37"
"25.10.2021 01:00 - 25.10.2021 02:00","81.55"
